DATE DELIVERED,VERIS PATH,RELATIONSHIP TYPE,TECHNIQUE ID
23/01/09,action.malware.variety.In-memory,related-to,T1055.001
23/01/09,action.malware.variety.In-memory,related-to,T1055.002
23/01/09,action.malware.variety.In-memory,related-to,T1055.003
23/01/09,action.malware.variety.In-memory,related-to,T1055.004
23/01/09,action.malware.variety.In-memory,related-to,T1055.005
23/01/09,action.malware.variety.In-memory,related-to,T1055.008
23/01/09,action.malware.variety.In-memory,related-to,T1055.009
23/01/09,action.malware.variety.In-memory,related-to,T1055.011
23/01/09,action.malware.variety.In-memory,related-to,T1055.012
23/01/09,action.malware.variety.In-memory,related-to,T1055.013
23/01/09,action.malware.variety.In-memory,related-to,T1055.014
23/01/09,action.malware.variety.In-memory,related-to,T1115
23/01/09,action.malware.variety.Modify data,related-to,T1136
23/01/09,action.malware.variety.Modify data,related-to,T1562
23/01/09,action.malware.variety.Packet sniffer,related-to,T1040
23/01/09,action.malware.variety.Password dumper,related-to,T1003
23/01/09,action.malware.variety.Password dumper,related-to,T1003.001
23/01/09,action.malware.variety.Password dumper,related-to,T1003.002
23/01/09,action.malware.variety.Password dumper,related-to,T1003.003
23/01/09,action.malware.variety.Password dumper,related-to,T1003.004
23/01/09,action.malware.variety.Password dumper,related-to,T1003.005
23/01/09,action.malware.variety.Password dumper,related-to,T1003.006
23/01/09,action.malware.variety.Password dumper,related-to,T1003.007
23/01/09,action.malware.variety.Password dumper,related-to,T1003.008
23/01/09,action.malware.variety.Password dumper,related-to,T1056.004
23/01/09,action.malware.variety.Password dumper,related-to,T1212
23/01/09,action.malware.variety.Password dumper,related-to,T1550.002
23/01/09,action.malware.variety.Password dumper,related-to,T1552.001
23/01/09,action.malware.variety.Password dumper,related-to,T1552.002
23/01/09,action.malware.variety.Password dumper,related-to,T1552.003
23/01/09,action.malware.variety.Password dumper,related-to,T1552.004
23/01/09,action.malware.variety.Password dumper,related-to,T1552.005
23/01/09,action.malware.variety.Password dumper,related-to,T1552.006
23/01/09,action.malware.variety.Password dumper,related-to,T1555
23/01/09,action.malware.variety.Password dumper,related-to,T1555.001
23/01/09,action.malware.variety.Password dumper,related-to,T1555.002
23/01/09,action.malware.variety.Password dumper,related-to,T1555.003
23/01/09,action.malware.variety.Password dumper,related-to,T1555.004
23/01/09,action.malware.variety.Password dumper,related-to,T1555.005
23/01/09,action.malware.variety.RAM scraper,related-to,T1003.001
23/01/09,action.malware.variety.RAM scraper,related-to,T1003.002
23/01/09,action.malware.variety.RAM scraper,related-to,T1003.004
23/01/09,action.malware.variety.RAM scraper,related-to,T1003.005
23/01/09,action.malware.variety.RAM scraper,related-to,T1555.002
23/01/09,action.malware.variety.Ransomware,related-to,T1486
23/01/09,action.malware.variety.Ransomware,related-to,T1490
23/01/09,action.malware.variety.RAT,related-to,T1543.003
23/01/09,action.malware.variety.RAT,related-to,T1525
23/01/09,action.malware.variety.Rootkit,related-to,T1014
23/01/09,action.malware.variety.Rootkit,related-to,T1036.003
23/01/09,action.malware.variety.Rootkit,related-to,T1542
23/01/09,action.malware.variety.Rootkit,related-to,T1542.001
23/01/09,action.malware.variety.Rootkit,related-to,T1542.002
23/01/09,action.malware.variety.Rootkit,related-to,T1542.003
23/01/09,action.malware.variety.Rootkit,related-to,T1542.004
23/01/09,action.malware.variety.Rootkit,related-to,T1542.005
23/01/09,action.malware.variety.Rootkit,related-to,T1543
23/01/09,action.malware.variety.Scan network,related-to,T1016
23/01/09,action.malware.variety.Scan network,related-to,T1016.001
23/01/09,action.malware.variety.Scan network,related-to,T1018
23/01/09,action.malware.variety.Scan network,related-to,T1040
23/01/09,action.malware.variety.Scan network,related-to,T1046
23/01/09,action.malware.variety.Scan network,related-to,T1049
23/01/09,action.malware.variety.Scan network,related-to,T1135
23/01/09,action.malware.variety.Scan network,related-to,T1482
23/01/09,action.malware.variety.Scan network,related-to,T1595
23/01/09,action.malware.variety.Scan network,related-to,T1595.001
23/01/09,action.malware.variety.Scan network,related-to,T1595.002
23/01/09,action.malware.variety.Spyware/Keylogger,related-to,T1056.004
23/01/09,action.malware.variety.Trojan,related-to,T1204.003
23/01/09,action.malware.variety.Trojan,related-to,T1554
23/01/09,action.malware.variety.Trojan,related-to,T1564.007
23/01/09,action.malware.variety.Worm,related-to,T1080
23/01/09,action.malware.variety.Worm,related-to,T1091
23/01/09,action.malware.variety.Unknown,related-to,T1001
23/01/09,action.malware.variety.Unknown,related-to,T1001.001
23/01/09,action.malware.variety.Unknown,related-to,T1001.002
23/01/09,action.malware.variety.Unknown,related-to,T1001.003
23/01/09,action.malware.variety.Unknown,related-to,T1071
23/01/09,action.malware.variety.Unknown,related-to,T1071.001
23/01/09,action.malware.variety.Unknown,related-to,T1071.002
23/01/09,action.malware.variety.Unknown,related-to,T1071.003
23/01/09,action.malware.variety.Unknown,related-to,T1071.004
23/01/09,action.malware.variety.Unknown,related-to,T1080
23/01/09,action.malware.variety.Unknown,related-to,T1140
23/01/09,action.malware.variety.Unknown,related-to,T1204
23/01/09,action.malware.variety.Unknown,related-to,T1204.001
23/01/09,action.malware.variety.Unknown,related-to,T1204.002
23/01/09,action.malware.variety.Unknown,related-to,T1204.003
23/01/09,action.malware.variety.Unknown,related-to,T1525
23/01/09,action.malware.variety.Unknown,related-to,T1587.001
23/01/09,action.malware.variety.Unknown,related-to,T1587.004
23/01/09,action.malware.variety.Unknown,related-to,T1588.001
23/01/09,action.malware.variety.Unknown,related-to,T1588.005
23/01/09,action.malware.variety.Unknown,related-to,T1588.006
23/01/09,action.malware.variety.Unknown,related-to,T1608
23/01/09,action.malware.variety.Unknown,related-to,T1608.001
23/01/09,action.malware.variety.Unknown,related-to,T1608.002
23/01/09,action.malware.variety.Unknown,related-to,T1608.003
23/01/09,action.malware.variety.Unknown,related-to,T1608.004
23/01/09,action.malware.variety.Unknown,related-to,T1608.005
23/01/09,action.malware.variety.Unknown,related-to,T1610
23/01/09,action.malware.variety.Unknown,related-to,T1612
23/01/09,action.malware.vector.Direct install,related-to,T1047
23/01/09,action.malware.vector.Direct install,related-to,T1569.002
23/01/09,action.malware.vector.Download by malware,related-to,T1568
23/01/09,action.malware.vector.Email attachment,related-to,T1036
23/01/09,action.malware.vector.Email attachment,related-to,T1059.005
23/01/09,action.malware.vector.Email attachment,related-to,T1059.007
23/01/09,action.malware.vector.Email attachment,related-to,T1203
23/01/09,action.malware.vector.Email attachment,related-to,T1204.002
23/01/09,action.malware.vector.Email attachment,related-to,T1566.001
23/01/09,action.malware.vector.Email attachment,related-to,T1598.002
23/01/09,action.malware.vector.Email link,related-to,T1003.005
23/01/09,action.malware.vector.Email link,related-to,T1204.001
23/01/09,action.malware.vector.Email link,related-to,T1556.002
23/01/09,action.malware.vector.Email link,related-to,T1598.003
23/01/09,action.malware.vector.Instant messaging,related-to,T1566
23/01/09,action.malware.vector.Network propagation,related-to,T1021
23/01/09,action.malware.vector.Network propagation,related-to,T1550
23/01/09,action.malware.vector.Network propagation,related-to,T1563
23/01/09,action.malware.vector.Network propagation,related-to,T1563.001
23/01/09,action.malware.vector.Network propagation,related-to,T1563.002
23/01/09,action.malware.vector.Network propagation,related-to,T1570
23/01/09,action.malware.vector.Remote injection,related-to,T1133
23/01/09,action.malware.vector.Removable media,related-to,T1091
23/01/09,action.malware.vector.Removable media,related-to,T1092
23/01/09,action.malware.vector.Software update,related-to,T1072
23/01/09,action.malware.vector.Software update,related-to,T1195
23/01/09,action.malware.vector.Web application,related-to,T1133
23/01/09,action.malware.vector.Web application - download,related-to,T1583
23/01/09,action.malware.vector.Web application - download,related-to,T1584
23/01/09,action.malware.vector.Web application - drive-by,related-to,T1176
23/01/09,action.malware.vector.Web application - drive-by,related-to,T1189
23/01/09,action.malware.vector.Web application - drive-by,related-to,T1212
23/01/09,action.social.variety.Forgery,related-to,T1036.002
23/01/09,action.social.variety.Phishing,related-to,T1036.002
23/01/09,action.social.variety.Phishing,related-to,T1204
23/01/09,action.social.variety.Phishing,related-to,T1204.001
23/01/09,action.social.variety.Phishing,related-to,T1204.002
23/01/09,action.social.variety.Phishing,related-to,T1204.003
23/01/09,action.social.variety.Phishing,related-to,T1566
23/01/09,action.social.variety.Phishing,related-to,T1566.001
23/01/09,action.social.variety.Phishing,related-to,T1566.002
23/01/09,action.social.variety.Phishing,related-to,T1566.003
23/01/09,action.social.variety.Phishing,related-to,T1586.001
23/01/09,action.social.variety.Phishing,related-to,T1598
23/01/09,action.social.variety.Phishing,related-to,T1598.001
23/01/09,action.social.variety.Phishing,related-to,T1598.002
23/01/09,action.social.variety.Phishing,related-to,T1598.003
23/01/09,action.social.variety.Pretexting,related-to,T1204.003
23/01/09,action.social.variety.Pretexting,related-to,T1534
23/01/09,action.social.variety.Pretexting,related-to,T1584.001
23/01/09,action.social.variety.Pretexting,related-to,T1585
23/01/09,action.social.variety.Pretexting,related-to,T1585.001
23/01/09,action.social.variety.Pretexting,related-to,T1585.002
23/01/09,action.social.variety.Pretexting,related-to,T1586.001
23/01/09,action.social.variety.Pretexting,related-to,T1598
23/01/09,action.social.variety.Pretexting,related-to,T1598.001
23/01/09,action.social.variety.Pretexting,related-to,T1598.002
23/01/09,action.social.variety.Pretexting,related-to,T1598.003
23/01/09,action.social.vector.Email,related-to,T1566.001
23/01/09,action.social.vector.Email,related-to,T1566.002
23/01/09,action.social.vector.Email,related-to,T1566.003
23/01/09,attribute.integrity.variety.Alter behavior,related-to,T1114.003
23/01/09,attribute.integrity.variety.Alter behavior,related-to,T1546
23/01/09,attribute.integrity.variety.Alter behavior,related-to,T1546.001
23/01/09,attribute.integrity.variety.Alter behavior,related-to,T1546.002
23/01/09,attribute.integrity.variety.Alter behavior,related-to,T1546.003
23/01/09,attribute.integrity.variety.Alter behavior,related-to,T1546.004
23/01/09,attribute.integrity.variety.Alter behavior,related-to,T1546.005
23/01/09,attribute.integrity.variety.Alter behavior,related-to,T1546.006
23/01/09,attribute.integrity.variety.Alter behavior,related-to,T1546.007
23/01/09,attribute.integrity.variety.Alter behavior,related-to,T1546.008
23/01/09,attribute.integrity.variety.Alter behavior,related-to,T1546.009
23/01/09,attribute.integrity.variety.Alter behavior,related-to,T1546.010
23/01/09,attribute.integrity.variety.Alter behavior,related-to,T1546.011
23/01/09,attribute.integrity.variety.Alter behavior,related-to,T1546.012
23/01/09,attribute.integrity.variety.Alter behavior,related-to,T1546.013
23/01/09,attribute.integrity.variety.Alter behavior,related-to,T1546.014
23/01/09,attribute.integrity.variety.Alter behavior,related-to,T1546.015
23/01/09,attribute.integrity.variety.Created account,related-to,T1136
23/01/09,attribute.integrity.variety.Created account,related-to,T1136.001
23/01/09,attribute.integrity.variety.Created account,related-to,T1136.002
23/01/09,attribute.integrity.variety.Created account,related-to,T1136.003
23/01/09,attribute.integrity.variety.Defacement,related-to,T1491
23/01/09,attribute.integrity.variety.Defacement,related-to,T1491.001
23/01/09,attribute.integrity.variety.Defacement,related-to,T1491.002
23/01/09,attribute.integrity.variety.Log tampering,related-to,T1070.001
23/01/09,attribute.integrity.variety.Log tampering,related-to,T1070.002
23/01/09,attribute.integrity.variety.Misrepresentation,related-to,T1534
23/01/09,attribute.integrity.variety.Modify configuration,related-to,T1037
23/01/09,attribute.integrity.variety.Modify configuration,related-to,T1037.001
23/01/09,attribute.integrity.variety.Modify configuration,related-to,T1037.002
23/01/09,attribute.integrity.variety.Modify configuration,related-to,T1037.003
23/01/09,attribute.integrity.variety.Modify configuration,related-to,T1037.004
23/01/09,attribute.integrity.variety.Modify configuration,related-to,T1037.005
23/01/09,attribute.integrity.variety.Modify configuration,related-to,T1484
23/01/09,attribute.integrity.variety.Modify configuration,related-to,T1484.001
23/01/09,attribute.integrity.variety.Modify configuration,related-to,T1484.002
23/01/09,attribute.integrity.variety.Modify configuration,related-to,T1547
23/01/09,attribute.integrity.variety.Modify configuration,related-to,T1547.001
23/01/09,attribute.integrity.variety.Modify configuration,related-to,T1547.002
23/01/09,attribute.integrity.variety.Modify configuration,related-to,T1547.003
23/01/09,attribute.integrity.variety.Modify configuration,related-to,T1547.004
23/01/09,attribute.integrity.variety.Modify configuration,related-to,T1547.005
23/01/09,attribute.integrity.variety.Modify configuration,related-to,T1547.006
23/01/09,attribute.integrity.variety.Modify configuration,related-to,T1547.007
23/01/09,attribute.integrity.variety.Modify configuration,related-to,T1547.008
23/01/09,attribute.integrity.variety.Modify configuration,related-to,T1547.009
23/01/09,attribute.integrity.variety.Modify configuration,related-to,T1547.010
23/01/09,attribute.integrity.variety.Modify configuration,related-to,T1547.012
23/01/09,attribute.integrity.variety.Modify configuration,related-to,T1547.013
23/01/09,attribute.integrity.variety.Modify configuration,related-to,T1556
23/01/09,attribute.integrity.variety.Modify configuration,related-to,T1556.001
23/01/09,attribute.integrity.variety.Modify configuration,related-to,T1556.002
23/01/09,attribute.integrity.variety.Modify configuration,related-to,T1556.003
23/01/09,attribute.integrity.variety.Modify configuration,related-to,T1556.004
23/01/09,attribute.integrity.variety.Modify data,related-to,T1565
23/01/09,attribute.integrity.variety.Modify data,related-to,T1565.001
23/01/09,attribute.integrity.variety.Modify data,related-to,T1565.002
23/01/09,attribute.integrity.variety.Modify data,related-to,T1565.003
23/01/09,attribute.integrity.variety.Modify privileges,related-to,T1098
23/01/09,attribute.integrity.variety.Modify privileges,related-to,T1098.001
23/01/09,attribute.integrity.variety.Modify privileges,related-to,T1098.002
23/01/09,attribute.integrity.variety.Modify privileges,related-to,T1098.003
23/01/09,attribute.integrity.variety.Modify privileges,related-to,T1098.004
23/01/09,attribute.integrity.variety.Modify privileges,related-to,T1547.014
23/01/09,attribute.integrity.variety.Modify privileges,related-to,T1556
23/01/09,attribute.integrity.variety.Modify privileges,related-to,T1556.001
23/01/09,attribute.integrity.variety.Modify privileges,related-to,T1556.002
23/01/09,attribute.integrity.variety.Modify privileges,related-to,T1556.003
23/01/09,attribute.integrity.variety.Modify privileges,related-to,T1556.004
23/01/09,attribute.integrity.variety.Repurpose,related-to,T1535
23/01/09,attribute.integrity.variety.Software installation,related-to,T1072
23/01/09,attribute.integrity.variety.Software installation,related-to,T1080
23/01/09,attribute.integrity.variety.Software installation,related-to,T1543
23/01/09,attribute.integrity.variety.Software installation,related-to,T1543.001
23/01/09,attribute.integrity.variety.Software installation,related-to,T1543.002
23/01/09,attribute.integrity.variety.Software installation,related-to,T1543.003
23/01/09,attribute.integrity.variety.Software installation,related-to,T1543.004
23/01/09,attribute.integrity.variety.Software installation,related-to,T1546.016
23/01/09,attribute.integrity.variety.Software installation,related-to,T1601
23/01/09,attribute.integrity.variety.Software installation,related-to,T1601.001
23/01/09,attribute.integrity.variety.Unknown,related-to,T1531
23/01/09,value_chain.development.variety.Bot,related-to,T1583.005
23/01/09,value_chain.development.variety.Bot,related-to,T1587.001
23/01/09,value_chain.development.variety.Bot,related-to,T1588.001
23/01/09,value_chain.development.variety.Exploit,related-to,T1587.004
23/01/09,value_chain.development.variety.Exploit,related-to,T1588.005
23/01/09,value_chain.development.variety.Exploit Kits,related-to,T1587.004
23/01/09,value_chain.development.variety.Exploit Kits,related-to,T1588.005
23/01/09,value_chain.development.variety.Payload,related-to,T1587.001
23/01/09,value_chain.development.variety.Payload,related-to,T1588.001
23/01/09,value_chain.development.variety.Persona,related-to,T1585
23/01/09,value_chain.development.variety.Persona,related-to,T1585.001
23/01/09,value_chain.development.variety.Persona,related-to,T1585.002
23/01/09,value_chain.development.variety.Ransomware,related-to,T1587.001
23/01/09,value_chain.development.variety.Ransomware,related-to,T1588.001
23/01/09,value_chain.development.variety.Trojan,related-to,T1587.001
23/01/09,value_chain.development.variety.Trojan,related-to,T1588.001
23/01/09,value_chain.development.variety.Website,related-to,T1583.006
23/01/09,value_chain.development.variety.Other,related-to,T1587.002
23/01/09,value_chain.development.variety.Other,related-to,T1587.003
23/01/09,value_chain.development.variety.Other,related-to,T1588.003
23/01/09,value_chain.development.variety.Other,related-to,T1588.004
23/01/09,value_chain.development.variety.Unknown,related-to,T1587
23/01/09,value_chain.development.variety.Unknown,related-to,T1588
23/01/09,value_chain.distribution.variety.Botnet,related-to,T1583.005
23/01/09,value_chain.distribution.variety.Compromised server,related-to,T1584.002
23/01/09,value_chain.distribution.variety.Compromised server,related-to,T1584.003
23/01/09,value_chain.distribution.variety.Compromised server,related-to,T1584.004
23/01/09,value_chain.distribution.variety.Website,related-to,T1608.001
23/01/09,value_chain.distribution.variety.Website,related-to,T1608.002
23/01/09,value_chain.distribution.variety.Website,related-to,T1608.004
23/01/09,value_chain.distribution.variety.Other,related-to,T1583.001
23/01/09,value_chain.distribution.variety.Other,related-to,T1583.002
23/01/09,value_chain.distribution.variety.Other,related-to,T1583.003
23/01/09,value_chain.distribution.variety.Other,related-to,T1583.004
23/01/09,value_chain.distribution.variety.Other,related-to,T1583.006
23/01/09,value_chain.distribution.variety.Other,related-to,T1584
23/01/09,value_chain.distribution.variety.Other,related-to,T1584.001
23/01/09,value_chain.distribution.variety.Other,related-to,T1584.005
23/01/09,value_chain.distribution.variety.Other,related-to,T1584.006
23/01/09,value_chain.distribution.variety.Other,related-to,T1608.003
23/01/09,value_chain.distribution.variety.Unknown,related-to,T1608
23/01/09,value_chain.non-distribution services.variety.Other,related-to,T1583.001
23/01/09,value_chain.non-distribution services.variety.Other,related-to,T1583.002
23/01/09,value_chain.non-distribution services.variety.Other,related-to,T1583.003
23/01/09,value_chain.non-distribution services.variety.Other,related-to,T1583.004
23/01/09,value_chain.non-distribution services.variety.Other,related-to,T1583.006
23/01/09,value_chain.non-distribution services.variety.Other,related-to,T1584
23/01/09,value_chain.non-distribution services.variety.Other,related-to,T1584.001
23/01/09,value_chain.non-distribution services.variety.Other,related-to,T1584.002
23/01/09,value_chain.non-distribution services.variety.Other,related-to,T1584.003
23/01/09,value_chain.non-distribution services.variety.Other,related-to,T1584.004
23/01/09,value_chain.non-distribution services.variety.Other,related-to,T1584.005
23/01/09,value_chain.non-distribution services.variety.Other,related-to,T1584.006
23/01/09,value_chain.targeting.variety.Email addresses,related-to,T1589.002
23/01/09,value_chain.targeting.variety.Lost or stolen credentials,related-to,T1589.001
23/01/09,value_chain.targeting.variety.Personal Information,related-to,T1589
23/01/09,value_chain.targeting.variety.Personal Information,related-to,T1589.001
23/01/09,value_chain.targeting.variety.Personal Information,related-to,T1589.002
23/01/09,value_chain.targeting.variety.Personal Information,related-to,T1589.003
23/01/09,value_chain.targeting.variety.Organizational Information,related-to,T1590
23/01/09,value_chain.targeting.variety.Organizational Information,related-to,T1590.001
23/01/09,value_chain.targeting.variety.Organizational Information,related-to,T1590.002
23/01/09,value_chain.targeting.variety.Organizational Information,related-to,T1590.003
23/01/09,value_chain.targeting.variety.Organizational Information,related-to,T1590.004
23/01/09,value_chain.targeting.variety.Organizational Information,related-to,T1590.005
23/01/09,value_chain.targeting.variety.Organizational Information,related-to,T1590.006
23/01/09,value_chain.targeting.variety.Organizational Information,related-to,T1591
23/01/09,value_chain.targeting.variety.Organizational Information,related-to,T1591.001
23/01/09,value_chain.targeting.variety.Organizational Information,related-to,T1591.002
23/01/09,value_chain.targeting.variety.Organizational Information,related-to,T1591.003
23/01/09,value_chain.targeting.variety.Organizational Information,related-to,T1591.004
23/01/09,value_chain.targeting.variety.Organizational Information,related-to,T1595
23/01/09,value_chain.targeting.variety.Organizational Information,related-to,T1595.001
23/01/09,value_chain.targeting.variety.Organizational Information,related-to,T1595.002
23/01/09,value_chain.targeting.variety.Organizational Information,related-to,T1592
23/01/09,value_chain.targeting.variety.Organizational Information,related-to,T1592.001
23/01/09,value_chain.targeting.variety.Organizational Information,related-to,T1592.002
23/01/09,value_chain.targeting.variety.Organizational Information,related-to,T1592.003
23/01/09,value_chain.targeting.variety.Organizational Information,related-to,T1592.004
23/01/09,value_chain.targeting.variety.Organizational Information,related-to,T1593
23/01/09,value_chain.targeting.variety.Organizational Information,related-to,T1593.001
23/01/09,value_chain.targeting.variety.Organizational Information,related-to,T1593.002
23/01/09,value_chain.targeting.variety.Organizational Information,related-to,T1594
23/01/09,value_chain.targeting.variety.Organizational Information,related-to,T1596
23/01/09,value_chain.targeting.variety.Organizational Information,related-to,T1596.001
23/01/09,value_chain.targeting.variety.Organizational Information,related-to,T1596.002
23/01/09,value_chain.targeting.variety.Organizational Information,related-to,T1596.003
23/01/09,value_chain.targeting.variety.Organizational Information,related-to,T1596.004
23/01/09,value_chain.targeting.variety.Organizational Information,related-to,T1596.005
23/01/09,value_chain.targeting.variety.Organizational Information,related-to,T1597
23/01/09,value_chain.targeting.variety.Organizational Information,related-to,T1597.001
23/01/09,value_chain.targeting.variety.Organizational Information,related-to,T1597.002
23/01/09,value_chain.targeting.variety.Organizational Information,related-to,T1598
23/01/09,value_chain.targeting.variety.Organizational Information,related-to,T1598.001
23/01/09,value_chain.targeting.variety.Organizational Information,related-to,T1598.002
23/01/09,value_chain.targeting.variety.Organizational Information,related-to,T1598.003
